run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_openai_20260729T151525403218,v1,v1+p1342b478e2b4+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openai_20260729T151525403218,v1,v1+p1342b478e2b4+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openai_20260729T151525403218,v1,v1+p1342b478e2b4+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T151525403218,v1,v1+p1342b478e2b4+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openai_20260729T151525403218,v1,v1+p1342b478e2b4+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T151525403218,v1,v1+p1342b478e2b4+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openai_20260729T151525403218,v1,v1+p1342b478e2b4+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openai_20260729T151525403218,v1,v1+p1342b478e2b4+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openai_20260729T152653328414,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G01_resolve_unknown_handle,False,wrong_tool,,resolve_handle,resolve_handle,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G02_top_and_limit_args,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G03_confirm_before_save,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G04_no_premature_postprocess,False,unnecessary_tool,,lookup,lookup,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G05_out_of_scope_translate,False,out_of_scope,,no_tool,,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G06_persistent_missing_account,True,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G07_confirm_not_carried_over,True,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G08_timeframe_override,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G09_explain_before_acting,True,unnecessary_tool,,no_tool,,True,True,True,
v2_B_group_openai_20260729T152748525974,v2,v2+p1342b478e2b4+t3a2dc6f42c4a,group,G10_switch_to_specific_url,True,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openai_20260729T153107119747,v3,v3+p224117526c40+t3a2dc6f42c4a,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G01_resolve_unknown_handle,False,wrong_tool,,resolve_handle,resolve_handle,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G02_top_and_limit_args,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G03_confirm_before_save,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G04_no_premature_postprocess,False,unnecessary_tool,,lookup,lookup,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G05_out_of_scope_translate,False,out_of_scope,,no_tool,,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G06_persistent_missing_account,True,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G07_confirm_not_carried_over,True,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G08_timeframe_override,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G09_explain_before_acting,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openai_20260729T153214500749,v3,v3+p224117526c40+t3a2dc6f42c4a,group,G10_switch_to_specific_url,True,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_openai_20260729T153452096415,v4,v4+p612058aac2c5+t3a2dc6f42c4a,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G01_resolve_unknown_handle,False,wrong_tool,,resolve_handle,resolve_handle,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G02_top_and_limit_args,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G03_confirm_before_save,False,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G04_no_premature_postprocess,False,unnecessary_tool,,lookup,lookup,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G05_out_of_scope_translate,False,out_of_scope,,no_tool,,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G06_persistent_missing_account,True,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G07_confirm_not_carried_over,True,wrong_boundary,,clarify,clarify,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G08_timeframe_override,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G09_explain_before_acting,True,unnecessary_tool,,no_tool,,True,True,True,
v4_B_group_openai_20260729T153610144112,v4,v4+p612058aac2c5+t3a2dc6f42c4a,group,G10_switch_to_specific_url,True,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_openai_20260729T154053921622,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v5_B_group_openai_20260729T153812557634,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,group,G01_resolve_unknown_handle,False,wrong_tool,,resolve_handle,resolve_handle,True,True,True,
v5_B_group_openai_20260729T153812557634,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,group,G02_top_and_limit_args,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_group_openai_20260729T153812557634,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,group,G03_confirm_before_save,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_group_openai_20260729T153812557634,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,group,G04_no_premature_postprocess,False,unnecessary_tool,,lookup,lookup,True,True,True,
v5_B_group_openai_20260729T153812557634,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,group,G05_out_of_scope_translate,False,out_of_scope,,no_tool,,True,True,True,
v5_B_group_openai_20260729T153812557634,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,group,G06_persistent_missing_account,True,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v5_B_group_openai_20260729T153812557634,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,group,G07_confirm_not_carried_over,True,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_group_openai_20260729T153812557634,v5,v5+pc3c51a2c799c+t3a2dc6f42c4a,group,G08_timeframe_override,True,wrong_arg_value,,lookup,lookup,True,True,True,
